,Dt_Customer,Marital_Status,Education,Current_Age,Recency,NumWebVisitsMonth,Income,childornot,total_amt_spent,totalnum_purchases,Target
0,0.005086134839314519,1.560164061139423e-05,1.560164061139423e-05,0.0010453099209634135,0.00012481312489115383,7.800820305697116e-05,0.9999091467842562,1.560164061139423e-05,0.012434507567281202,0.0003120328122278846,1.0
1,0.004133142892669949,1.3685903618112412e-05,2.7371807236224824e-05,0.0010401286749765434,0.0004926925302520469,5.474361447244965e-05,0.9998784324356748,1.3685903618112412e-05,0.014986064461833091,0.00035583349407092274,0.0
2,0.007527405407434945,0.0,2.0967703084777008e-05,0.0009225789357301883,0.0009016112326454113,0.00012580621850866205,0.9999707278161002,2.0967703084777008e-05,0.0004403217647803171,8.387081233910803e-05,0.0
3,0.0055692478643043835,0.0,0.0,0.0008064757836287769,0.001171672364894638,0.0001065156695358762,0.9998169403606115,0.0,0.01824461253907365,0.0004108461539240939,1.0
4,0.023049844454582247,3.4351482048557745e-05,3.4351482048557745e-05,0.0013053563178451943,0.0013053563178451943,0.0003091633384370197,0.999731182059176,3.4351482048557745e-05,0.0016488711383307716,0.00020610889229134645,0.0
5,0.0039062044970360303,1.42562207921023e-05,2.85124415842046e-05,0.000570248831684092,0.0003849179613867621,4.27686623763069e-05,0.9996889706045896,0.0,0.024620493307960675,0.0002423557534657391,1.0
6,0.008896350913698494,0.0,0.0,0.0006438148687544963,0.0005462671613674514,0.0001755858732966808,0.9998640007172103,1.950954147740898e-05,0.013851774448960377,0.0004682289954578155,1.0
7,0.015461220494496218,2.4659043850871162e-05,2.4659043850871162e-05,0.0013069293240961714,0.000764430359377006,0.0001232952192543558,0.9998749100651239,2.4659043850871162e-05,0.002959085262104539,0.00022193139465784045,1.0
8,0.014601016689506072,0.0,4.38468969654837e-05,0.002280038642205152,0.0032885172724112775,0.0003946220726893533,0.9998846384008903,4.38468969654837e-05,0.001140019321102576,0.0002192344848274185,0.0
9,0.008307996522523288,2.47999896194725e-05,2.47999896194725e-05,0.0012647994705930975,0.0014631993875488776,0.00017359992733630752,0.9999603814467507,4.9599979238945e-05,0.002529598941186195,0.00019839991695578,0.0
10,0.0010638553131063903,0.0,1.7440251034530988e-05,0.0008371320496574874,0.0016742640993149748,8.720125517265495e-05,0.9999891138179379,1.7440251034530988e-05,0.004133339495183844,0.00020928301241437185,0.0
11,0.00767689867212185,2.406551307875188e-05,4.813102615750376e-05,0.001419865271646361,0.001227341167016346,0.00019252410463001504,0.9999461339352194,4.813102615750376e-05,0.006714278148971775,0.00038504820926003007,0.0
12,0.005755013350491846,1.5065479975109544e-05,1.5065479975109544e-05,0.0006779465988799295,0.000858732358581244,4.5196439925328634e-05,0.9999411023879458,3.0130959950219088e-05,0.009129680864916384,0.0003465060394275195,0.0
13,0.009628130344099144,1.4997087763394304e-05,0.0,0.0006148805982991664,0.0011697728455447557,4.499126329018291e-05,0.9997658586589179,0.0,0.01933124612701526,0.00028494466750449176,0.0
14,0.002302383659618235,0.0,0.0,0.002114433973118787,0.0035710440434895073,0.00028192452974917163,0.9999863070203118,4.698742162486194e-05,0.002161421394743649,0.00032891195137403357,0.0
15,0.008654232872160099,0.0,3.6362322992269325e-05,0.0012181378202410225,5.454348448840399e-05,7.272464598453865e-05,0.9999275199644142,1.8181161496134663e-05,0.008272428480741272,0.00036362322992269323,1.0
16,0.0007680004531442026,1.3241387123175907e-05,1.3241387123175907e-05,0.0005826210334197399,0.0007415176788978508,3.972416136952772e-05,0.9998174175096433,0.0,0.019067597457373308,0.00027806912958669406,0.0
17,0.004835586658365836,1.7086878651469385e-05,1.7086878651469385e-05,0.0010081258404366937,0.0004271719662867346,0.00013669502921175508,0.9997874436547767,1.7086878651469385e-05,0.02000873490087065,0.0003417375730293877,0.0
18,0.014893617816886483,2.617507524936113e-05,2.617507524936113e-05,0.00138727898821614,0.0004973264297378615,0.00018322552674552791,0.9998878745255952,5.235015049872226e-05,0.0004449762792391392,0.00010470030099744452,0.0
19,0.0030916710394764545,1.2935862089859642e-05,1.2935862089859642e-05,0.0005691779319538243,0.0005950496561335435,3.880758626957893e-05,0.9999162678219705,1.2935862089859642e-05,0.012534850365073992,0.0003104606901566314,0.0
20,0.007505714678336739,0.0,1.6532411185763742e-05,0.0007274260921736047,0.0004133102796440936,0.0001157268783003462,0.9997810340478767,1.6532411185763742e-05,0.01950824519920122,0.000512504746758676,0.0
21,0.0071550584921262666,1.691503189627959e-05,1.691503189627959e-05,0.0011671372008432916,0.001522352870665163,0.00011840522327395713,0.9998644504209828,0.0,0.014699162717866964,0.0003552156698218714,0.0
22,0.007117024752660973,0.0,2.7692703317746976e-05,0.0010800154293921322,0.0018831038256067944,0.0002492343298597228,0.9999281313972079,2.7692703317746976e-05,0.009387826424716226,0.0004153905497662047,1.0
23,0.005451641193738295,0.0,2.6789391615421593e-05,0.000924234010732045,0.0009778127939628883,4.018408742313239e-05,0.9997399110001107,0.0,0.022101248082722815,0.0003348673951927699,1.0
24,0.007308189723245991,2.6194228398731152e-05,5.2388456797462304e-05,0.001021574907550515,0.00015716537039238692,0.00018335959879111805,0.9999646691215617,2.6194228398731152e-05,0.004007716945005866,0.00028813651238604265,0.0
25,0.01256893993968001,0.0,2.6971974119485e-05,0.001537402524810645,0.00080915922358455,0.000188803818836395,0.9998510806093089,5.394394823897e-05,0.011678864793737006,0.000620355404748155,1.0
26,0.005129331790820255,1.2571891644167292e-05,1.2571891644167292e-05,0.0007920291735825394,0.0008046010652267067,2.5143783288334584e-05,0.9998425424606247,0.0,0.016946909936337507,0.0003268691827483496,0.0
27,0.0011700492864852316,1.4096979355243755e-05,0.0,0.0008176248026041377,0.000577976153564994,4.2290938065731264e-05,0.999814163791308,0.0,0.01921418286119724,0.00028193958710487506,1.0
28,0.020849532148482206,0.0,5.346033884226207e-05,0.003154159991693462,0.005078732190014896,0.00026730169421131035,0.9997617966891429,0.00010692067768452414,0.002352254909059531,0.0005346033884226207,0.0
29,0.008146611421083983,0.0,3.115338975557929e-05,0.0009346016926673786,0.0004673008463336893,4.673008463336893e-05,0.999883620900195,1.5576694877789645e-05,0.012850773274176457,0.00037384067706695145,0.0
30,0.003032955573534977,2.5922697209700655e-05,5.184539441940131e-05,0.0012961348604850328,5.184539441940131e-05,0.0001814588804679046,0.9999939675614125,2.5922697209700655e-05,0.0010628305855977268,0.00012961348604850328,0.0
31,0.0012978432229754683,5.407680095731117e-05,0.00010815360191462234,0.002217148839249758,0.004055760071798338,0.0004326144076584894,0.9999882033025983,5.407680095731117e-05,0.0005407680095731118,0.0002163072038292447,0.0
32,0.010556278378734397,1.8106823977245964e-05,3.621364795449193e-05,0.000977768494771282,0.0011769435585209877,0.0001448545918179677,0.9997139654317041,1.8106823977245964e-05,0.02140226594110473,0.0003621364795449192,1.0
33,0.0023925544695883112,2.3228684170760304e-05,0.0,0.001161434208538015,0.00023228684170760304,0.00011614342085380152,0.999994853551231,2.3228684170760304e-05,0.001765379996977783,0.00018582947336608243,0.0
34,0.01305417160013795,1.8782980719622947e-05,0.0,0.0012584597082147375,0.0016153363418875736,9.391490359811474e-05,0.9998180637055295,1.8782980719622947e-05,0.013749141886763998,0.0004320085565513278,0.0
35,0.01201561307343078,1.851404171560983e-05,1.851404171560983e-05,0.0007035335851931735,0.000777589752055613,0.00012959829200926882,0.9998693368932245,1.851404171560983e-05,0.010756658236769311,0.00033325275088097694,0.0
36,0.012613632873454583,0.0,4.2758077537134184e-05,0.0012827423261140255,0.0015179117525682634,0.0001924113489171038,0.9996197157018915,2.1379038768567092e-05,0.024436241312472184,0.0004489598141399089,0.0
37,0.009639192258390758,2.938778127558158e-05,2.938778127558158e-05,0.0021453080331174552,0.0003232655940313974,0.00014693890637790792,0.9999486456829388,5.877556255116316e-05,0.0022334713769442,0.00026449003148023426,0.0
38,0.0022954296108788686,1.7258869254728334e-05,0.0,0.0007076136394438617,0.0009664966782647867,5.1776607764185e-05,0.9999271080111956,1.7258869254728334e-05,0.011787807700979452,0.0003451773850945667,0.0
39,0.021835858245201255,0.0,3.669892142050631e-05,0.0019450428352868344,7.339784284101262e-05,0.00033029029278455676,0.9997520173374329,3.669892142050631e-05,0.003890085670573669,0.00025689244994354417,1.0
40,0.0065313969736194785,5.142832262692503e-05,5.142832262692503e-05,0.002108561227703926,0.00041142658101540023,0.00035999825838847516,0.9999723051579302,5.142832262692503e-05,0.0027771294218539512,0.0005142832262692502,1.0
41,0.011664009273596244,3.87508613740739e-05,0.0,0.0017437887618333254,0.0013175292867185127,0.0003100068909925912,0.999927226896603,3.87508613740739e-05,0.0021312973755740643,0.0002712560296185173,0.0
42,0.0009895685533487166,0.0,2.1990412296638146e-05,0.000758669224234016,0.0009895685533487166,1.0995206148319073e-05,0.9998270806850982,0.0,0.01852692235991764,0.00016492809222478608,1.0
43,0.0064124515592023775,2.4854463407761155e-05,4.970892681552231e-05,0.0011930142435725355,0.002087774926251937,0.00014912678044656693,0.9999696262844545,2.4854463407761155e-05,0.003703315047756412,0.000323108024300895,0.0
44,0.008810258190715044,1.463498038324758e-05,0.0,0.0008634638426116073,0.0007902889406953694,8.780988229948548e-05,0.9998033198619417,1.463498038324758e-05,0.01772296124411282,0.00046831937226392257,0.0
45,0.00820270931394579,4.3172154283925214e-05,0.0,0.0022881241770480363,0.0035401166512818677,0.00025903292570355127,0.9999534375242758,8.634430856785043e-05,0.002806190028455139,0.0003453772342714017,0.0
46,0.01057857103958695,0.0,5.098106525102145e-05,0.0016059035554071757,2.5490532625510725e-05,0.0001019621305020429,0.9999426138335347,0.0,0.0005098106525102145,0.0001019621305020429,0.0
47,0.03212835964848899,0.0,0.0,0.00229057723572717,0.0030741957637390963,0.0002411133932344389,0.9994752933050579,0.0,0.0014466803594066335,0.0002411133932344389,0.0
